name,nickname,email,password,dob,role
user964,user_acc964,user964@mail.com,123456,2000-01-01,user
user965,user_acc965,user965@mail.com,123456,2000-01-01,user
user966,user_acc966,user966@mail.com,123456,2000-01-01,user
user967,user_acc967,user967@mail.com,123456,2000-01-01,user
user968,user_acc968,user968@mail.com,123456,2000-01-01,user
user969,user_acc969,user969@mail.com,123456,2000-01-01,user
user970,user_acc970,user970@mail.com,123456,2000-01-01,user
user971,user_acc971,user971@mail.com,123456,2000-01-01,user
user972,user_acc972,user972@mail.com,123456,2000-01-01,user
user973,user_acc973,user973@mail.com,123456,2000-01-01,user
user974,user_acc974,user974@mail.com,123456,2000-01-01,user
user975,user_acc975,user975@mail.com,123456,2000-01-01,user
user976,user_acc976,user976@mail.com,123456,2000-01-01,user
user977,user_acc977,user977@mail.com,123456,2000-01-01,user
user978,user_acc978,user978@mail.com,123456,2000-01-01,user
user979,user_acc979,user979@mail.com,123456,2000-01-01,user
user980,user_acc980,user980@mail.com,123456,2000-01-01,user
user981,user_acc981,user981@mail.com,123456,2000-01-01,user
user982,user_acc982,user982@mail.com,123456,2000-01-01,user
user983,user_acc983,user983@mail.com,123456,2000-01-01,user
user984,user_acc984,user984@mail.com,123456,2000-01-01,user
user985,user_acc985,user985@mail.com,123456,2000-01-01,user
user986,user_acc986,user986@mail.com,123456,2000-01-01,user
user987,user_acc987,user987@mail.com,123456,2000-01-01,user
user988,user_acc988,user988@mail.com,123456,2000-01-01,user
user989,user_acc989,user989@mail.com,123456,2000-01-01,user
user990,user_acc990,user990@mail.com,123456,2000-01-01,user
user991,user_acc991,user991@mail.com,123456,2000-01-01,user
user992,user_acc992,user992@mail.com,123456,2000-01-01,user
user993,user_acc993,user993@mail.com,123456,2000-01-01,user
user994,user_acc994,user994@mail.com,123456,2000-01-01,user
user995,user_acc995,user995@mail.com,123456,2000-01-01,user
user996,user_acc996,user996@mail.com,123456,2000-01-01,user
user997,user_acc997,user997@mail.com,123456,2000-01-01,user
user998,user_acc998,user998@mail.com,123456,2000-01-01,user
user999,user_acc999,user999@mail.com,123456,2000-01-01,user
user1000,user_acc1000,user1000@mail.com,123456,2000-01-01,user
